| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 00:35:00 | 36.9 | C7     |   3942 | C     |        7 | 490,520 |  490 |  520 |      2100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:40:00 | 37   | C7     |   5042 | C     |        7 | 490,520 |  490 |  520 |      2400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:45:00 | 37.1 | C7     |   6123 | C     |        7 | 490,520 |  490 |  520 |      2700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:50:00 | 37.1 | C7     |   7157 | C     |        7 | 490,520 |  490 |  520 |      3000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:55:00 | 37   | C7     |   8308 | C     |        7 | 490,520 |  490 |  520 |      3300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:00:00 | 37   | C7     |   9208 | C     |        7 | 490,520 |  490 |  520 |      3600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:05:00 | 37   | C7     |  10129 | C     |        7 | 490,520 |  490 |  520 |      3900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:10:00 | 37.1 | C7     |  11088 | C     |        7 | 490,520 |  490 |  520 |      4200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:15:00 | 37   | C7     |  11936 | C     |        7 | 490,520 |  490 |  520 |      4500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:20:00 | 37   | C7     |  12809 | C     |        7 | 490,520 |  490 |  520 |      4800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:25:00 | 37.1 | C7     |  13701 | C     |        7 | 490,520 |  490 |  520 |      5100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:30:00 | 37   | C7     |  14377 | C     |        7 | 490,520 |  490 |  520 |      5400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:35:00 | 37.1 | C7     |  15270 | C     |        7 | 490,520 |  490 |  520 |      5700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:40:00 | 37.1 | C7     |  15795 | C     |        7 | 490,520 |  490 |  520 |      6000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:45:00 | 37.1 | C7     |  16357 | C     |        7 | 490,520 |  490 |  520 |      6300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:50:00 | 37   | C7     |  16970 | C     |        7 | 490,520 |  490 |  520 |      6600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 01:55:00 | 37   | C7     |  17563 | C     |        7 | 490,520 |  490 |  520 |      6900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:00:00 | 37   | C7     |  17945 | C     |        7 | 490,520 |  490 |  520 |      7200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:05:00 | 37   | C7     |  18401 | C     |        7 | 490,520 |  490 |  520 |      7500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:10:00 | 37   | C7     |  18836 | C     |        7 | 490,520 |  490 |  520 |      7800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:15:00 | 37   | C7     |  19182 | C     |        7 | 490,520 |  490 |  520 |      8100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:20:00 | 37   | C7     |  19412 | C     |        7 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C7     |  19515 | C     |        7 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C7     |  19536 | C     |        7 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C7     |  19754 | C     |        7 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C7     |  19913 | C     |        7 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C7     |  19928 | C     |        7 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C7     |  20016 | C     |        7 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 02:55:00 | 37.1 | C7     |  19780 | C     |        7 | 490,520 |  490 |  520 |     10500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:00:00 | 37.1 | C7     |  20335 | C     |        7 | 490,520 |  490 |  520 |     10800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:05:00 | 37   | C7     |  20172 | C     |        7 | 490,520 |  490 |  520 |     11100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:10:00 | 37.1 | C7     |  20188 | C     |        7 | 490,520 |  490 |  520 |     11400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:15:00 | 37   | C7     |  20127 | C     |        7 | 490,520 |  490 |  520 |     11700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:20:00 | 37   | C7     |  19893 | C     |        7 | 490,520 |  490 |  520 |     12000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:25:00 | 37.1 | C7     |  20171 | C     |        7 | 490,520 |  490 |  520 |     12300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:30:00 | 37   | C7     |  20109 | C     |        7 | 490,520 |  490 |  520 |     12600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:35:00 | 37   | C7     |  20059 | C     |        7 | 490,520 |  490 |  520 |     12900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:40:00 | 37   | C7     |  20164 | C     |        7 | 490,520 |  490 |  520 |     13200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:45:00 | 37   | C7     |  20144 | C     |        7 | 490,520 |  490 |  520 |     13500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:50:00 | 37   | C7     |  20194 | C     |        7 | 490,520 |  490 |  520 |     13800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 03:55:00 | 37   | C7     |  20023 | C     |        7 | 490,520 |  490 |  520 |     14100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:00:00 | 37   | C7     |  20134 | C     |        7 | 490,520 |  490 |  520 |     14400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:05:00 | 37   | C7     |  19958 | C     |        7 | 490,520 |  490 |  520 |     14700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:10:00 | 37.1 | C7     |  20040 | C     |        7 | 490,520 |  490 |  520 |     15000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:15:00 | 37   | C7     |  20128 | C     |        7 | 490,520 |  490 |  520 |     15300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:20:00 | 37   | C7     |  20205 | C     |        7 | 490,520 |  490 |  520 |     15600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:25:00 | 37.1 | C7     |  20034 | C     |        7 | 490,520 |  490 |  520 |     15900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:30:00 | 37   | C7     |  20078 | C     |        7 | 490,520 |  490 |  520 |     16200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:35:00 | 37   | C7     |  20071 | C     |        7 | 490,520 |  490 |  520 |     16500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:40:00 | 37   | C7     |  20192 | C     |        7 | 490,520 |  490 |  520 |     16800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:45:00 | 37.1 | C7     |  20027 | C     |        7 | 490,520 |  490 |  520 |     17100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:50:00 | 37   | C7     |  20043 | C     |        7 | 490,520 |  490 |  520 |     17400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 04:55:00 | 37   | C7     |  20209 | C     |        7 | 490,520 |  490 |  520 |     17700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:00:00 | 37.1 | C7     |  20138 | C     |        7 | 490,520 |  490 |  520 |     18000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:05:00 | 37   | C7     |  19940 | C     |        7 | 490,520 |  490 |  520 |     18300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:10:00 | 37   | C7     |  20174 | C     |        7 | 490,520 |  490 |  520 |     18600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:15:00 | 37.1 | C7     |  19870 | C     |        7 | 490,520 |  490 |  520 |     18900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:20:00 | 37.1 | C7     |  19889 | C     |        7 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C7     |  19997 | C     |        7 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C7     |  19945 | C     |        7 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C7     |  19983 | C     |        7 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C7     |  20121 | C     |        7 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C7     |  19958 | C     |        7 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C7     |  19887 | C     |        7 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C7     |  19884 | C     |        7 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
